spdb3517	服务调查满意度100%。
spdb8688	各银行业金融机构应按规定时间报送试点资格和试点贷款产品申请材料，市金融办、市财政局、上海银监局等部门将共同对各银行业金融机构提交的申请进行审核，确定银行试点资格和试点贷款产品。
spdb8697	（1）开展此项业务的申报主体和对接机制；（2）专业机构和专业队伍建设；（3）专门的审批机制；（4）科技型中小企业和小型微型企业信贷的激励考核机制和“尽职免责”认定机制；（5）专门的管理信息系统；（6）专门的风险管理和不良贷款清收机制。
spdb8698	为深入贯彻创新、协调、绿色、开放、共享的发展理念，推动运用信息技术手段为广大农户提供更加便捷、高效的保险和农业经营支持服务，进一步提升农业保险服务“三农”能力
spdb8717	为进一步推进金融服务创新，提升金融信贷服务可获得性和便捷性，助推本市形成充满活力、富有效率、更加开放的法治化、国际化、便利化营商环境，促进上海国际金融中心建设与上海国际经济、贸易、航运、科创中心建设的联动
spdb8718	稳步推进投融资便利化改革，推进落实本外币跨境融资宏观审慎管理制度。不断扩大人民币跨境使用，进一步拓展自由贸易账户适用主体和本外币融资功能，进一步深化跨境资金池等业务功能,率先开展人民币贴息境外贷款。研究探索金融支持自由贸易港建设的政策措施，便利本外币一体化的跨境金融服务。
spdb8719	支持符合条件的民营资本依法设立民营银行、金融租赁公司、财务公司、汽车金融公司和消费金融公司等金融机构。放宽银行业对境外金融机构准入限制，提升外资金融机构的信贷服务能力。支持“一带一路”沿线国家（地区）在沪设立金融机构，完善面向“一带一路”的信贷服务体系，为“一带一路”走出去企业提供优质高效金融服务。
spdb8720	对单户授信500万元及以下的小微企业贷款、个体工商户经营性贷款、小微企业主经营性贷款、农户生产经营贷款、创业担保贷款等普惠金融领域贷款达到一定标准的金融机构实施定向降准政策。鼓励大型银行在沪分支机构按照总行的规划设立普惠金融事业部。推进落实有关提升小微企业、科创企业和“三农”不良贷款容忍度的监管要求，完善尽职免责相关制度，加大续贷支持力度。设计形成包括普惠金融可得情况、使用情况、服务质量的上海普惠金融统计指标体系和评估考核体系，统计、分析和反映本市普惠金融发展状况。
spdb8727	金融业综合统计是国家金融基础设施现代化的重要组成部分。加快推进金融业综合统计，是有效监测金融服务实体经济成效、提高服务效率的关键信息基础，是前瞻性防范化解系统性金融风险、维护金融稳定的迫切需要，是全面深化金融体制改革、建立现代金融体系的重要举措。
spdb8728	全面贯彻党的十九大精神，以习近平新时代中国特色社会主义思想为指导，坚持创新、协调、绿色、开放、共享
spdb8729	建立科学统一的金融业综合统计管理和运行机制，制定完善标准和制度体系，建设运行国家金融基础数据库，建成覆盖所有金融机构、金融基础设施和金融活动的金融业综合统计，完善大国金融数据治理，有效支持货币政策决策、宏观审慎管理和金融监管协调，守住不发生系统性金融风险的底线，不断提升金融服务实体经济的能力和水平。
spdb8730	以金融机构资产管理产品统计为突破口，推进交叉性金融产品统计，实施跨市场产品全流程、全链条统计监测；推进系统重要性金融机构及金融控股公司统计，加强系统性金融风险关键环节统计监测；编制金融业资产负债表，完善金融资金流量、存量统计，夯实宏观杠杆率测算基础；加强绿色金融、普惠金融等专项统计，合理评估金融对实体经济的支持力度；依托金融基础设施，建立完善债券市场、货币市场、外汇市场等金融市场统计，有效识别市场风险及其传染渠道；建立金融业综合统计标准体系，推进行业统计标准与基础统计标准的对标。
spdb8737	在文化、旅游、科技、教育、医疗等多方面也是开展了很多深层次、多流域广泛交流。
spdb8738	在文化、旅游、科技、教育、医疗等多方面也是开展了很多深层次、多流域广泛交流，建立包括技术节、艺术节、美术馆、博物馆、音乐创演等等五大方面合作机制
spdb8739	内容主要为贸易投资便利化、金融开放合作、增强互联互通、科技创新合作、人文合作，还有是制度建设
spdb8740	建设“一线放开，二线高效管控”
spdb8747	限制企业投资与主业关联性不强的金融机构，防止企业过度向金融业扩张。企业入股和参股同一类型金融机构的数量限制，适用金融监督管理部门相关规定；不符合规定的，逐步加以规范。投资主体合并计算实际控制人、一致行动人和最终受益人。
spdb8748	一是核心主业突出，业务发展具有可持续性。二是资本实力雄厚，具有持续出资能力。原则上需符合最近3个会计年度连续盈利、年终分配后净资产达到全部资产的40%、权益性投资余额不超过本企业净资产的40%等相关行业监管要求。三是公司治理规范，组织架构简洁清晰，股东、受益所有人结构透明。出资企业为企业集团或处于企业集团、控股公司结构之中的，须全面完整报告或披露集团的股权结构、实际控制人、受益所有人及其变动情况，包括匿名、代持等相关情况。四是管理能力达标，拥有金融专业人才。
spdb8749	盲目向金融业扩张；风险管控薄弱；进行高杠杆投资；关联企业众多、股权关系复杂不透明；关联交易频繁且异常；滥用市场垄断地位或技术优势开展不正当竞争，操纵市场，扰乱金融秩序。
spdb8759	固定收益类产品、权益类产品、商品及金融衍生品类产品和混合类产品
spdb8768	《上海市金融服务办公室上海金融发展扶持政策和金才工程业务管理平台采购项目》交付地址：上海市大沽路100号。
spdb8769	《财政部 税务总局 人力资源社会保障部 中国银行保险监督管理委员会 证监会关于开展个人税收递延型商业养老保险试点的通知》(财税〔2018〕22号)有关规定,中国银行保险监督管理委员会商财政部、人力资源社会保障部、税务总局
